RP1 iiuK #1332;31;FcT Theo;0;Vinboy;0;MCR Jayrko;0;RaavenBZH;0;Exotic Oxygen;0;BenBdBy;0;Knacki Ball;0;ERT Wartors;0;ERT Mirage;0;Non4me Pagaa;19;Non4me Livai;-3;ERT Redevils;-4
RP1 Vara#2877;30;FcT Theo;0;SHZ Noctis;0;PuR Stitoxxe;0;VRT Tribion;0;PuR Vincent;0;PuR Ilton;0;Non4me Cami;0;SKS Flyart;0;MCR Papyx;0;ERT Tiiste;14;RP1 Owain;13;RP1 Lito;-11
Vinboy#8739;28;ERT Niloboo;0;LDL Oli;0;PuR Stitoxxe;0;ERT BatXone;0;Exotic Oxygen;0;PuR Ilton;0;Non4me Cami;0;RP1 Gachette;0;ERT Toon;0;RP1 Durtom;14;RP1 Ice;-1;Playnum11;1
RP1 Winterr#0986;27;ERT Niloboo;0;SHZ Noctis;0;TX3 Enzo;0;RaavenBZH;0;Exotic Oxygen;0;RP1 Woody;0;ECS Finesse;0;SKS Flyart;0;Nygraal;0;RP1 Durtom;14;Jancker21;3;XRT Aots;-4
RP1 Ice#2372;26;RP1 Winterr;0;RP1 Luca;0;XRT Arthur;0;RP1 Virlix;0;MVT Thomas;0;RP1 Woody;0;ECS Finesse;0;ERT Wartors;0;RP1 Fifi;0;Non4me Pagaa;19;RP1 Ice;-1;RP1 Lito;-11
ElDiablo#5634;24;RP1 Winterr;0;PuR Voltha;0;MCR Jayrko;0;RaavenBZH;0;AfT Lowky;0;FcT Deadpool;0;ECS Finesse;0;ERT Wartors;0;ERT Mirage;0;ERT Tiiste;14;LTR Coach;0;ERT Redevils;-4
FcT Julien#1209;24;FcT Adam;0;LDL Oli;0;MCR Path;0;RaavenBZH;0;MVT Thomas;0;RP1 Woody;0;ERT Aurelius;0;SKS Flyart;0;DucPasCharlie;0;RP1 Durtom;14;LTR Coach;0;ERT Redevils;-4
ERT toon#4123;23;ERT Niloboo;0;PuR Varane;0;MCR Jayrko;0;ERT BatXone;0;PuR Vincent;0;BenBdBy;0;ERT Aurelius;0;ERT Wartors;0;ERT Toon;0;ERT Tiiste;14;RP1 Ice;-1;ERT Redevils;-4
AfT L�wky#5739;21;FcT Adam;0;PuR Varane;0;MCR Jayrko;0;RaavenBZH;0;MVT Thomas;0;PuR Ilton;0;ERT Aurelius;0;RP1 Gachette;0;MCR Papyx;0;RP1 Durtom;14;Non4me Livai;-3;XRT Aots;-4
RP1 Caotik#4601;17;FcT Theo;0;Vinboy;0;TX3 Enzo;0;RaavenBZH;0;Exotic Oxygen;0;RP1 Woody;0;AlexGT500;0;ERT Wartors;0;CHR Olivz;0;CRZ iQuaZz;14;LTR Coach;0;RP1 Lito;-11
Raven_#1681;17;FcT Adam;0;LDL Oli;0;TX3 Enzo;0;VRT Tribion;0;PuR Vincent;0;FcT LaSouche;0;ERT Aurelius;0;RP1 Gachette;0;DucPasCharlie;0;RP1 Durtom;14;LTR Coach;0;RP1 Lito;-11
RP1 Maldini#2971;16;FcT Theo;0;LDL Oli;0;TX3 Enzo;0;RaavenBZH;0;Exotic Oxygen;0;RP1 Woody;0;AlexGT500;0;ERT Matfax;0;ERT Mirage;0;CRZ iQuaZz;14;RP1 Ice;-1;RP1 Lito;-11
Woodylejouet#6399;16;RP1 Winterr;0;RP1 Okwaru;0;PuR Stitoxxe;0;ERT BatXone;0;Exotic Oxygen;0;BenBdBy;0;Knacki Ball;0;RP1 Gachette;0;ERT Toon;0;RP1 Durtom;14;RP1 Ice;-1;RP1 Lito;-11
Nofeuskri#4746;5;FcT Adam;0;PuR Voltha;0;MCR Jayrko;0;RaavenBZH;0;MVT Thomas;0;Legion Tomoe;0;ERT Aurelius;0;RP1 Gachette;0;MCR Papyx;0;Yozana;-10;RP1 Owain;13;RP1 Fifou;12
SHZ Noctis #8461 ;-5;FcT Theo;0;RP1 Luca;0;XRT Arthur;0;RP1 Virlix;0;PuR Vincent;0;TX3 Matt;0;ECS Finesse;0;SKS Flyart;0;PuR Marth;0;Yozana;-10;RP1 Ice;-1;ERT Ricky;16
RP1 Papash #1147;-6;RP1 Winterr;0;RP1 Okwaru;0;PuR Stitoxxe;0;RaavenBZH;0;MVT Thomas;0;TX3 Matt;0;ERT Aurelius;0;RP1 Gachette;0;Istoozen eKo;0;Yozana;-10;RP1 Owain;13;Playnum11;1
FcT Adam #6474;-7;FcT Adam;0;LDL Oli;0;PuR Stitoxxe;0;RaavenBZH;0;MVT Thomas;0;TX3 Matt;0;AlexGT500;0;S0O Skyzzz;0;SPL EroziaH;0;Yozana;-10;LTR Coach;0;TX3 Soap;13
RP1 Fifou#8771;-8;ERT Niloboo;0;RP1 Okwaru;0;MCR Jayrko;0;VRT Tribion;0;MVT Thomas;0;BenBdBy;0;Knacki Ball;0;RP1 Gachette;0;MCR Papyx;0;Yozana;-10;LTR Coach;0;RP1 Fifou;12
PuR Tomi #3009;-8;FcT Adam;0;RP1 Luca;0;XRT Arthur;0;VRT Tribion;0;XRT Darkfly;0;TX3 Matt;0;Knacki Ball;0;RP1 Gachette;0;PuR Marth;0;Yozana;-10;LTR Coach;0;RP1 Fifou;12
QRL ZePro#8749;-9;FcT Theo;0;PuR Varane;0;PuR Stitoxxe;0;VRT Tribion;0;MVT Thomas;0;FcT LaSouche;0;ERT Aurelius;0;RP1 Gachette;0;ERT Mirage;0;Yozana;-10;RP1 Ice;-1;RP1 Fifou;12
RP1 Okwaru#9095 ;-9;FcT Adam;0;RP1 Okwaru;0;PuR Stitoxxe;0;PuR Racing;0;MVT Thomas;0;RP1 Woody;0;ECS Finesse;0;SKS Flyart;0;Nygraal;0;Yozana;-10;RP1 Ice;-1;RP1 Fifou;12
SkS FlYArT#5679;-11;RP1 Winterr;0;RP1 Okwaru;0;PuR Stitoxxe;0;PuR Racing;0;MVT Thomas;0;PuR Ilton;0;Knacki Ball;0;SKS Flyart;0;ERT Mirage;0;Yozana;-10;RP1 Owain;13;XRT Aots;-4
JNPJD#6703;-20;FcT Theo;0;PuR Voltha;0;PuR Stitoxxe;0;PuR Racing;0;MVT Thomas;0;RP1 Woody;0;Knacki Ball;0;RP1 Gachette;0;ERT Toon;0;Yozana;-10;LTR Coach;0;Is Honoka;0
PuR Ilton#1432;-24;FcT Theo;0;RP1 Okwaru;0;PuR Stitoxxe;0;VRT Tribion;0;AfT Lowky;0;PuR Ilton;0;AlexGT500;0;ERT Matfax;0;SPL EroziaH;0;Yozana;-10;LTR Coach;0;XRT Aots;-4
PuR Ultraaa#9615;-25;FcT Theo;0;RP1 Okwaru;0;PuR Stitoxxe;0;VRT Tribion;0;MVT Thomas;0;PuR Ilton;0;AlexGT500;0;RP1 Gachette;0;PuR Marth;0;Yozana;-10;RP1 Ice;-1;ERT Redevils;-4
RP1 Gachette#9691;-25;FcT Adam;0;RP1 Okwaru;0;MCR Jayrko;0;RaavenBZH;0;MVT Thomas;0;PuR Ilton;0;ERT Aurelius;0;SKS Flyart;0;ERT Mirage;0;Yozana;-10;RP1 Ice;-1;ERT Redevils;-4
SPARTACUS#3657;-34;FcT Theo;0;RP1 Okwaru;0;MCR Jayrko;0;RaavenBZH;0;AfT Lowky;0;BenBdBy;0;ERT Aurelius;0;ERT Matfax;0;CHR Olivz;0;Yozana;-10;Non4me Livai;-3;RP1 Lito;-11
